order_id,customer_state,seller_state,product_category,price,freight_value,n_items,distance_km,purchase_dow,purchase_month,days_to_next_holiday,is_near_holiday,state_gdp,state_urbanization,review_score,is_late
ord_002424,PE,RS,housewares,266.4,52.42,1,507.0,6,9,25,0,20000,0.8,5,0
ord_002425,SC,MG,housewares,206.86,20.31,1,954.0,3,9,9,0,44000,0.84,1,0
ord_002426,SP,SP,auto,194.84,63.03,1,268.0,1,6,24,0,58000,0.96,5,0
ord_002427,PR,BA,auto,174.69,58.66,3,1796.0,3,2,18,0,43000,0.85,1,1
ord_002428,RS,RJ,housewares,114.54,10.29,1,2640.0,2,1,28,0,41000,0.85,5,0
ord_002429,BA,RS,sports_leisure,92.57,5.62,1,1372.0,1,10,13,0,21000,0.72,2,0
ord_002430,DF,SP,computers_accessories,214.83,36.8,2,2012.0,3,2,8,0,88000,0.97,5,0
ord_002431,SC,RS,housewares,179.24,33.44,1,2025.0,0,4,19,0,44000,0.84,4,0
ord_002432,RS,SP,watches_gifts,50.53,9.4,2,2118.0,1,4,13,0,41000,0.85,5,0
ord_002433,SP,MG,furniture_decor,153.28,40.49,1,1663.0,0,5,13,0,58000,0.96,4,0
ord_002434,PR,SP,bed_bath_table,116.2,15.17,1,994.0,5,2,5,1,43000,0.85,5,0
ord_002435,CE,MA,garden_tools,136.61,66.37,1,1543.0,5,10,12,0,18000,0.75,5,0
ord_002436,RS,SP,auto,236.52,45.16,2,3127.0,6,6,14,0,41000,0.85,1,1
ord_002437,PR,PE,bed_bath_table,53.8,5.27,1,1089.0,6,2,23,0,43000,0.85,5,0
ord_002438,RJ,PE,furniture_decor,48.92,36.21,1,2402.0,6,9,26,0,46000,0.97,5,0
ord_002439,BA,RJ,computers_accessories,124.58,25.62,2,3040.0,1,12,28,0,21000,0.72,3,0
ord_002440,MA,SP,toys,58.75,8.12,3,1942.0,0,3,7,0,14000,0.63,1,1
ord_002441,SP,RJ,toys,22.42,1.33,2,1719.0,1,2,1,1,58000,0.96,5,0
ord_002442,SP,AM,furniture_decor,34.55,35.89,1,650.0,6,12,9,0,58000,0.96,5,0
ord_002443,MG,RS,furniture_decor,397.53,72.63,3,2484.0,2,1,0,1,32000,0.85,4,0
ord_002444,MG,MG,computers_accessories,108.54,7.1,1,167.0,5,7,28,0,32000,0.85,4,0
ord_002445,MG,SP,sports_leisure,156.39,20.91,2,3144.0,2,1,15,0,32000,0.85,3,1
ord_002446,SP,ES,computers_accessories,85.34,20.47,1,885.0,4,2,20,0,58000,0.96,5,0
ord_002447,RJ,SP,sports_leisure,220.83,46.44,1,2968.0,4,10,21,0,46000,0.97,5,0
ord_002448,RS,SP,bed_bath_table,8.56,1.44,1,1374.0,6,3,4,1,41000,0.85,4,0
ord_002449,RS,SP,toys,295.84,59.71,2,2096.0,3,6,27,0,41000,0.85,5,0
ord_002450,PR,MG,toys,106.88,16.38,1,949.0,6,8,27,0,43000,0.85,4,0
ord_002451,SC,GO,sports_leisure,58.3,12.29,1,1020.0,4,7,8,0,44000,0.84,5,0
ord_002452,PR,BA,computers_accessories,266.77,58.17,1,2095.0,2,7,17,0,43000,0.85,1,1
ord_002453,BA,SP,computers_accessories,149.1,17.52,3,1706.0,0,11,14,0,21000,0.72,1,1
ord_002454,RS,RJ,bed_bath_table,94.65,13.16,1,3097.0,6,7,7,0,41000,0.85,4,0
ord_002455,MG,BA,housewares,25.41,2.42,2,1067.0,5,7,24,0,32000,0.85,5,0
ord_002456,RS,MG,computers_accessories,97.47,18.23,3,2846.0,6,10,23,0,41000,0.85,1,0
ord_002457,SP,SP,auto,117.23,39.8,1,103.0,5,12,10,0,58000,0.96,5,0
ord_002458,SP,RJ,furniture_decor,129.17,51.85,1,690.0,2,2,26,0,58000,0.96,2,0
ord_002459,MG,RS,toys,51.55,12.54,2,993.0,6,1,1,1,32000,0.85,4,1
ord_002460,GO,PA,furniture_decor,53.05,25.48,1,2492.0,1,2,8,0,29000,0.9,1,1
ord_002461,PR,PR,health_beauty,33.51,2.13,2,232.0,4,2,25,0,43000,0.85,3,0
ord_002462,SP,SP,furniture_decor,57.1,31.09,3,191.0,2,1,15,0,58000,0.96,4,0
ord_002463,RS,SC,garden_tools,168.46,81.36,3,1489.0,4,10,8,0,41000,0.85,4,1
ord_002464,SP,SP,sports_leisure,341.76,65.42,1,68.0,0,6,19,0,58000,0.96,4,0
ord_002465,SC,ES,garden_tools,83.33,36.59,2,2084.0,4,11,29,0,44000,0.84,5,0
ord_002466,DF,RJ,watches_gifts,132.21,16.39,1,2187.0,3,4,9,0,88000,0.97,4,1
ord_002467,RS,SP,toys,31.63,4.75,2,2709.0,0,9,7,0,41000,0.85,2,0
ord_002468,RS,RJ,toys,32.58,5.27,1,1093.0,2,6,4,1,41000,0.85,5,0
ord_002469,SP,SP,housewares,211.71,43.06,1,201.0,2,4,18,0,58000,0.96,4,0
ord_002470,RJ,SP,watches_gifts,6.38,0.97,1,841.0,1,10,13,0,46000,0.97,5,0
ord_002471,ES,MG,bed_bath_table,150.23,16.73,1,3017.0,6,11,27,0,30000,0.83,2,1
ord_002472,SC,BA,watches_gifts,155.07,24.27,1,1885.0,5,3,4,1,44000,0.84,5,0
ord_002473,MG,DF,toys,216.22,40.27,1,935.0,6,3,7,0,32000,0.85,5,0
ord_002474,RJ,RJ,health_beauty,137.96,8.5,1,252.0,0,9,24,0,46000,0.97,4,0
ord_002475,SP,SP,housewares,23.8,3.44,2,183.0,6,6,12,0,58000,0.96,5,0
ord_002476,SP,MG,housewares,251.0,29.85,3,1365.0,3,7,13,0,58000,0.96,4,0
ord_002477,SP,RJ,furniture_decor,65.89,42.83,3,353.0,4,10,12,0,58000,0.96,4,0
ord_002478,RJ,SP,bed_bath_table,237.95,30.38,2,2570.0,6,9,21,0,46000,0.97,4,0
ord_002479,CE,GO,bed_bath_table,202.49,35.59,2,2381.0,1,5,15,0,18000,0.75,5,0
ord_002480,MG,PA,sports_leisure,134.13,18.93,1,1060.0,6,8,3,1,32000,0.85,5,1
ord_002481,SP,SP,sports_leisure,203.96,43.37,3,151.0,5,10,11,0,58000,0.96,5,0
ord_002482,SP,BA,sports_leisure,274.82,64.84,2,1087.0,2,2,19,0,58000,0.96,4,0
ord_002483,SP,PR,watches_gifts,149.78,9.99,2,2244.0,4,8,15,0,58000,0.96,2,1
ord_002484,DF,SP,computers_accessories,187.49,10.11,1,1153.0,4,6,18,0,88000,0.97,5,0
ord_002485,RJ,RS,health_beauty,45.77,8.74,2,1200.0,0,11,18,0,46000,0.97,5,0
ord_002486,BA,SP,bed_bath_table,177.33,31.26,1,1392.0,0,4,3,1,21000,0.72,5,0
ord_002487,DF,SP,watches_gifts,44.83,7.21,1,3143.0,0,3,9,0,88000,0.97,1,1
ord_002488,SP,MA,auto,123.8,54.2,3,1634.0,5,10,2,1,58000,0.96,4,0
ord_002489,RS,RS,garden_tools,58.87,30.22,2,274.0,4,8,18,0,41000,0.85,4,0
ord_002490,CE,SP,toys,71.76,13.69,1,1663.0,2,3,9,0,18000,0.75,4,0
ord_002491,RJ,RJ,furniture_decor,299.58,67.59,1,21.0,4,8,6,0,46000,0.97,4,0
ord_002492,SP,CE,toys,104.71,12.04,2,2863.0,4,4,21,0,58000,0.96,4,0
ord_002493,PE,RJ,bed_bath_table,122.93,29.8,2,3173.0,2,5,7,0,20000,0.8,1,1
ord_002494,GO,PE,health_beauty,183.06,24.01,1,1710.0,3,12,5,1,29000,0.9,3,1
ord_002495,MG,ES,health_beauty,116.35,10.68,2,1634.0,6,6,2,1,32000,0.85,4,0
ord_002496,MG,RJ,health_beauty,175.04,42.36,3,1258.0,6,12,9,0,32000,0.85,3,0
ord_002497,SP,PR,furniture_decor,187.22,73.34,2,2559.0,1,12,25,0,58000,0.96,4,0
ord_002498,DF,PR,bed_bath_table,67.16,10.86,3,2201.0,1,8,7,0,88000,0.97,5,0
ord_002499,MG,BA,garden_tools,37.73,31.98,3,1354.0,1,3,12,0,32000,0.85,5,0
ord_002500,SP,RJ,toys,115.08,10.86,3,1804.0,6,8,14,0,58000,0.96,5,0
ord_002501,PR,SP,watches_gifts,72.15,11.66,1,897.0,2,2,8,0,43000,0.85,5,0
ord_002502,CE,SP,health_beauty,198.67,20.8,3,2313.0,3,9,22,0,18000,0.75,4,0
ord_002503,DF,RS,garden_tools,74.07,42.26,1,1031.0,3,7,20,0,88000,0.97,4,0
ord_002504,SP,BA,bed_bath_table,273.38,21.14,1,1314.0,0,12,0,1,58000,0.96,5,0
ord_002505,SP,BA,auto,280.67,54.46,2,498.0,3,11,10,0,58000,0.96,5,0
ord_002506,CE,RS,toys,257.1,25.39,3,938.0,0,2,24,0,18000,0.75,1,1
ord_002507,CE,SP,sports_leisure,164.26,22.59,1,865.0,4,12,14,0,18000,0.75,5,0
ord_002508,MG,SP,health_beauty,60.65,4.65,1,2432.0,2,8,3,1,32000,0.85,3,1
ord_002509,PR,BA,watches_gifts,82.19,13.06,1,2314.0,1,11,11,0,43000,0.85,4,0
ord_002510,RJ,MG,garden_tools,162.11,69.51,1,1861.0,1,11,11,0,46000,0.97,1,1
ord_002511,RJ,BA,computers_accessories,96.09,4.96,1,1422.0,3,10,8,0,46000,0.97,5,0
ord_002512,SP,SP,bed_bath_table,91.47,20.8,3,154.0,1,9,7,0,58000,0.96,5,0
ord_002513,SP,RJ,computers_accessories,265.91,58.62,3,2864.0,3,2,29,0,58000,0.96,2,0
ord_002514,SP,PE,computers_accessories,30.4,1.83,3,2048.0,0,3,22,0,58000,0.96,2,0
ord_002515,DF,SP,furniture_decor,169.44,48.94,1,2208.0,6,8,0,1,88000,0.97,5,0
ord_002516,SP,SP,auto,154.67,40.6,1,228.0,1,12,26,0,58000,0.96,5,0
ord_002517,SP,PR,furniture_decor,121.17,29.57,3,2396.0,5,8,9,0,58000,0.96,4,0
ord_002518,MG,RS,sports_leisure,43.2,6.4,2,952.0,6,9,7,0,32000,0.85,5,0
ord_002519,SP,CE,watches_gifts,83.42,13.64,1,1760.0,6,6,19,0,58000,0.96,5,0
ord_002520,SP,PE,watches_gifts,119.5,21.22,1,740.0,5,6,28,0,58000,0.96,4,0
ord_002521,MG,SC,watches_gifts,38.5,7.56,2,2647.0,6,11,13,0,32000,0.85,5,0
ord_002522,RJ,SP,housewares,230.87,51.12,1,2195.0,3,8,27,0,46000,0.97,5,0
ord_002523,RS,MG,furniture_decor,109.64,43.67,2,3139.0,0,12,14,0,41000,0.85,5,0
ord_002524,PE,GO,sports_leisure,103.31,7.34,2,696.0,5,12,15,0,20000,0.8,5,0
ord_002525,SP,RJ,health_beauty,176.63,13.64,1,1779.0,3,12,17,0,58000,0.96,5,0
ord_002526,PE,PA,health_beauty,304.73,52.64,1,2400.0,1,4,28,0,20000,0.8,5,0
ord_002527,PE,PR,housewares,81.63,15.65,1,2815.0,6,1,22,0,20000,0.8,5,0
ord_002528,DF,SP,computers_accessories,34.68,6.96,3,2775.0,2,11,19,0,88000,0.97,4,0
ord_002529,RS,MG,toys,329.93,50.72,2,886.0,5,1,3,1,41000,0.85,5,0
ord_002530,RS,PR,garden_tools,129.36,62.86,1,3149.0,2,8,6,0,41000,0.85,5,0
ord_002531,RS,SP,housewares,417.63,102.28,1,3146.0,6,1,1,1,41000,0.85,4,0
ord_002532,PR,RJ,health_beauty,276.88,33.13,3,3110.0,6,12,12,0,43000,0.85,4,0
ord_002533,SP,SC,bed_bath_table,54.8,5.09,1,2079.0,0,4,10,0,58000,0.96,5,0
ord_002534,CE,SP,sports_leisure,93.59,22.82,1,2713.0,6,12,0,1,18000,0.75,1,1
ord_002535,RS,RJ,sports_leisure,6.4,1.5,2,520.0,2,9,13,0,41000,0.85,5,0
ord_002536,BA,PR,bed_bath_table,60.42,3.11,1,1041.0,0,1,6,0,21000,0.72,5,0
ord_002537,RJ,BA,toys,29.47,3.84,2,567.0,0,7,24,0,46000,0.97,5,0
ord_002538,SP,MG,furniture_decor,65.08,43.21,1,1766.0,2,1,12,0,58000,0.96,3,1
ord_002539,MG,CE,toys,19.2,1.64,3,3098.0,0,6,0,1,32000,0.85,5,0
ord_002540,MG,PE,sports_leisure,50.36,2.84,1,2183.0,5,9,21,0,32000,0.85,5,0
ord_002541,RJ,MG,bed_bath_table,63.27,3.62,1,1638.0,3,9,18,0,46000,0.97,4,0
ord_002542,SP,SP,health_beauty,103.22,16.82,1,220.0,1,7,22,0,58000,0.96,4,0
ord_002543,SP,BA,computers_accessories,24.5,2.35,1,1896.0,6,4,10,0,58000,0.96,1,0
ord_002544,MG,SP,computers_accessories,237.98,24.17,1,1627.0,3,7,28,0,32000,0.85,5,0
ord_002545,RJ,ES,computers_accessories,60.92,3.23,2,2125.0,5,12,13,0,46000,0.97,3,1
ord_002546,PA,RS,auto,134.95,42.13,1,1784.0,2,7,18,0,19000,0.68,1,1
ord_002547,SP,RJ,watches_gifts,58.79,12.86,2,2160.0,3,3,17,0,58000,0.96,5,0
ord_002548,SP,MG,toys,108.15,21.27,2,2628.0,3,10,17,0,58000,0.96,3,1
ord_002549,SP,MG,health_beauty,99.86,7.71,1,1641.0,5,5,6,0,58000,0.96,3,0
ord_002550,MG,PE,computers_accessories,245.55,59.29,2,1504.0,5,11,13,0,32000,0.85,5,0
ord_002551,MG,SP,watches_gifts,87.33,21.17,1,1920.0,4,11,6,0,32000,0.85,5,0
ord_002552,PR,PE,housewares,91.49,9.32,3,2924.0,1,1,7,0,43000,0.85,5,0
ord_002553,CE,SP,auto,40.69,38.92,1,1527.0,0,10,23,0,18000,0.75,3,0
ord_002554,SP,BA,computers_accessories,18.9,2.62,2,2758.0,0,10,23,0,58000,0.96,5,0
ord_002555,PR,PE,furniture_decor,128.95,26.22,1,2090.0,4,2,24,0,43000,0.85,3,1
ord_002556,SP,RJ,auto,131.19,48.34,2,336.0,6,2,17,0,58000,0.96,5,0
ord_002557,SP,SP,furniture_decor,119.74,43.34,1,332.0,0,1,7,0,58000,0.96,4,0
ord_002558,RJ,DF,housewares,204.12,45.25,1,911.0,4,5,3,1,46000,0.97,5,0
ord_002559,SP,ES,bed_bath_table,101.94,12.35,1,736.0,2,8,18,0,58000,0.96,5,0
ord_002560,RS,SP,health_beauty,74.04,15.05,1,980.0,6,12,26,0,41000,0.85,3,0
ord_002561,PR,MG,bed_bath_table,117.59,24.38,1,2366.0,2,9,15,0,43000,0.85,5,0
ord_002562,SC,DF,computers_accessories,89.32,5.09,1,2119.0,5,8,8,0,44000,0.84,5,0
ord_002563,MG,SP,auto,27.64,39.65,2,1857.0,6,11,17,0,32000,0.85,5,0
ord_002564,RS,RS,bed_bath_table,218.88,31.93,1,223.0,2,1,4,1,41000,0.85,1,0
ord_002565,RJ,RJ,auto,59.21,43.01,1,37.0,0,1,25,0,46000,0.97,2,0
ord_002566,SP,SP,garden_tools,94.08,35.77,1,162.0,6,1,11,0,58000,0.96,4,0
ord_002567,SP,DF,bed_bath_table,64.12,14.2,2,3004.0,5,11,17,0,58000,0.96,5,0
ord_002568,PR,SP,bed_bath_table,243.96,45.85,2,2517.0,1,4,20,0,43000,0.85,5,0
ord_002569,MA,CE,auto,66.17,53.85,3,1136.0,2,5,25,0,14000,0.63,5,0
ord_002570,SP,MG,housewares,270.56,17.94,2,2950.0,3,6,10,0,58000,0.96,5,0
ord_002571,MG,MG,health_beauty,54.44,9.98,1,144.0,3,5,14,0,32000,0.85,5,0
ord_002572,BA,RJ,auto,169.73,50.34,3,660.0,3,12,11,0,21000,0.72,4,1
ord_002573,DF,RJ,housewares,91.23,21.89,1,1291.0,6,8,1,1,88000,0.97,4,0
ord_002574,MG,DF,watches_gifts,22.79,4.78,2,1250.0,5,9,9,0,32000,0.85,5,0
ord_002575,RS,PR,watches_gifts,264.34,17.44,1,2417.0,2,11,4,1,41000,0.85,4,0
ord_002576,PR,BA,sports_leisure,50.73,12.11,1,1819.0,5,8,22,0,43000,0.85,4,0
ord_002577,ES,RJ,furniture_decor,76.3,33.2,1,1074.0,4,5,19,0,30000,0.83,3,0
ord_002578,SP,SP,health_beauty,126.76,6.42,3,21.0,3,6,3,1,58000,0.96,1,1
ord_002579,PE,SP,housewares,35.46,6.83,1,1627.0,6,1,11,0,20000,0.8,1,1
ord_002580,SP,BA,auto,57.8,30.88,1,2231.0,5,4,0,1,58000,0.96,5,1
ord_002581,DF,RJ,watches_gifts,85.5,14.62,3,1775.0,1,8,14,0,88000,0.97,2,1
ord_002582,SP,MG,watches_gifts,21.08,2.25,3,1057.0,2,4,7,0,58000,0.96,4,1
ord_002583,SP,RJ,health_beauty,117.84,23.1,1,2098.0,2,7,22,0,58000,0.96,4,0
ord_002584,SP,RJ,housewares,31.68,2.77,3,3197.0,6,6,28,0,58000,0.96,4,0
ord_002585,RJ,PR,auto,167.22,56.58,1,812.0,4,12,18,0,46000,0.97,2,1
ord_002586,SP,RS,bed_bath_table,221.4,14.3,2,1832.0,0,12,4,1,58000,0.96,3,0
ord_002587,SP,PA,sports_leisure,174.96,9.59,1,1389.0,2,7,22,0,58000,0.96,3,0
ord_002588,RJ,SP,toys,191.87,14.66,1,933.0,4,4,15,0,46000,0.97,3,1
ord_002589,RJ,MG,bed_bath_table,82.32,10.45,1,2839.0,3,8,1,1,46000,0.97,4,0
ord_002590,BA,SP,sports_leisure,28.46,5.16,2,3078.0,4,12,2,1,21000,0.72,4,0
ord_002591,GO,DF,auto,214.25,56.97,1,1316.0,5,11,27,0,29000,0.9,4,1
ord_002592,PR,RS,bed_bath_table,58.95,8.56,1,1307.0,0,5,22,0,43000,0.85,1,1
ord_002593,SP,RJ,computers_accessories,97.56,21.77,2,566.0,6,4,10,0,58000,0.96,5,0
ord_002594,SP,DF,furniture_decor,44.84,44.31,1,2091.0,4,8,0,1,58000,0.96,3,0
ord_002595,PE,RJ,furniture_decor,39.3,36.19,1,377.0,2,1,21,0,20000,0.8,3,1
ord_002596,SP,SP,sports_leisure,124.31,16.64,2,26.0,3,5,13,0,58000,0.96,5,0
ord_002597,RJ,MG,sports_leisure,107.02,26.29,2,743.0,1,9,12,0,46000,0.97,5,0
ord_002598,CE,SP,toys,21.66,2.13,2,2250.0,4,7,0,1,18000,0.75,3,0
ord_002599,CE,GO,bed_bath_table,61.33,4.97,1,2994.0,5,9,6,0,18000,0.75,2,1
ord_002600,RJ,SC,health_beauty,335.0,49.74,1,557.0,3,7,7,0,46000,0.97,5,0
ord_002601,PR,BA,sports_leisure,153.09,28.41,2,2555.0,4,11,16,0,43000,0.85,5,0
ord_002602,RJ,GO,garden_tools,55.85,41.1,2,2709.0,5,8,18,0,46000,0.97,4,0
ord_002603,BA,BA,furniture_decor,74.08,36.78,3,227.0,5,3,2,1,21000,0.72,4,0
ord_002604,SP,RJ,bed_bath_table,105.24,11.22,2,2976.0,5,11,28,0,58000,0.96,5,0
ord_002605,SP,SP,housewares,74.42,13.33,1,205.0,6,6,1,1,58000,0.96,2,0
ord_002606,RS,RJ,watches_gifts,252.51,21.38,2,1851.0,4,1,20,0,41000,0.85,5,0
ord_002607,SP,CE,computers_accessories,146.48,32.87,1,2247.0,1,1,8,0,58000,0.96,4,0
ord_002608,PR,CE,bed_bath_table,175.25,21.34,1,1136.0,1,8,29,0,43000,0.85,3,0
ord_002609,RJ,BA,garden_tools,188.32,58.25,2,374.0,5,9,12,0,46000,0.97,4,0
ord_002610,GO,SP,garden_tools,145.78,26.13,3,1582.0,0,3,17,0,29000,0.9,5,0
ord_002611,DF,SP,auto,160.93,54.8,1,2456.0,1,3,7,0,88000,0.97,5,0
ord_002612,MG,GO,auto,245.14,69.98,2,2964.0,5,5,10,0,32000,0.85,4,0
ord_002613,BA,SP,furniture_decor,166.69,32.35,1,1547.0,1,7,29,0,21000,0.72,5,0
ord_002614,SP,RS,computers_accessories,36.41,5.86,2,1065.0,5,1,25,0,58000,0.96,4,0
ord_002615,MG,RJ,auto,306.71,73.82,1,681.0,5,7,0,1,32000,0.85,3,0
ord_002616,SP,SP,computers_accessories,16.28,2.42,3,175.0,2,2,20,0,58000,0.96,4,0
ord_002617,ES,PR,garden_tools,141.82,52.1,1,970.0,2,5,26,0,30000,0.83,3,0
ord_002618,DF,CE,watches_gifts,113.49,14.37,1,2942.0,2,5,19,0,88000,0.97,4,0
ord_002619,PE,BA,auto,69.3,42.33,1,833.0,0,1,12,0,20000,0.8,5,0
ord_002620,GO,MG,bed_bath_table,188.93,22.95,1,353.0,4,1,12,0,29000,0.9,5,0
ord_002621,CE,RJ,toys,90.9,18.96,2,950.0,2,8,22,0,18000,0.75,5,0
ord_002622,SP,PE,garden_tools,147.82,27.73,1,1729.0,1,5,27,0,58000,0.96,4,0
ord_002623,CE,MG,health_beauty,32.39,2.42,1,1311.0,2,7,27,0,18000,0.75,1,1
ord_002624,MG,MG,toys,213.02,53.21,1,104.0,0,3,17,0,32000,0.85,5,0
ord_002625,RJ,PR,health_beauty,200.02,35.94,2,1881.0,0,3,17,0,46000,0.97,3,0
ord_002626,MG,SP,auto,103.3,38.25,1,642.0,4,4,21,0,32000,0.85,5,0
ord_002627,RJ,SP,auto,46.63,49.58,1,2113.0,2,8,14,0,46000,0.97,5,0
ord_002628,SP,ES,bed_bath_table,223.34,45.17,2,1428.0,1,6,1,1,58000,0.96,5,0
ord_002629,SP,RS,housewares,17.55,4.14,1,2269.0,2,12,18,0,58000,0.96,4,0
ord_002630,SP,SP,furniture_decor,107.48,45.56,2,193.0,5,11,24,0,58000,0.96,1,0
ord_002631,MG,SP,garden_tools,81.08,44.3,1,3158.0,3,12,29,0,32000,0.85,5,0
ord_002632,GO,AM,furniture_decor,138.65,55.95,2,1972.0,5,2,8,0,29000,0.9,5,0
ord_002633,RS,RS,toys,79.85,5.26,2,123.0,3,11,2,1,41000,0.85,1,1
ord_002634,MG,RS,health_beauty,192.57,23.46,1,1557.0,6,1,17,0,32000,0.85,5,0
ord_002635,RJ,SP,sports_leisure,36.31,2.42,1,1468.0,1,10,16,0,46000,0.97,3,0
ord_002636,RJ,PA,auto,224.6,69.49,2,1607.0,6,7,21,0,46000,0.97,2,1
ord_002637,SP,GO,furniture_decor,93.12,46.18,2,387.0,4,10,14,0,58000,0.96,5,0
ord_002638,DF,MG,toys,66.66,5.73,1,1017.0,2,6,20,0,88000,0.97,3,0
ord_002639,SP,SP,auto,136.22,44.64,2,290.0,6,9,24,0,58000,0.96,5,0
ord_002640,SC,PR,auto,184.99,61.9,1,2991.0,3,4,6,0,44000,0.84,5,0
ord_002641,BA,DF,bed_bath_table,86.7,13.26,1,440.0,5,5,3,1,21000,0.72,4,0
ord_002642,MG,BA,sports_leisure,93.14,18.39,3,3141.0,2,12,23,0,32000,0.85,5,0
ord_002643,ES,PA,toys,52.06,10.16,1,2597.0,1,3,19,0,30000,0.83,4,0
ord_002644,SP,RS,auto,16.35,22.59,1,308.0,3,8,4,1,58000,0.96,5,0
ord_002645,GO,SP,auto,63.58,37.86,3,2949.0,3,10,9,0,29000,0.9,5,0
ord_002646,SC,MG,toys,104.35,22.83,1,3085.0,0,3,16,0,44000,0.84,5,0
ord_002647,BA,DF,health_beauty,76.38,12.94,1,2123.0,1,8,22,0,21000,0.72,1,1
ord_002648,PR,SP,toys,76.64,16.94,2,2586.0,1,7,16,0,43000,0.85,5,0
ord_002649,ES,SP,sports_leisure,35.91,8.62,2,1264.0,2,10,1,1,30000,0.83,3,1
ord_002650,MA,SC,garden_tools,41.77,44.06,1,1960.0,1,8,23,0,14000,0.63,1,0
ord_002651,RJ,RJ,housewares,35.1,2.69,2,121.0,6,12,25,0,46000,0.97,3,0
ord_002652,DF,DF,health_beauty,106.38,7.1,2,243.0,4,7,1,1,88000,0.97,4,0
ord_002653,SC,SP,garden_tools,140.33,26.03,2,1183.0,0,5,0,1,44000,0.84,5,0
ord_002654,RJ,SP,auto,109.72,58.56,1,2183.0,2,7,3,1,46000,0.97,4,0
ord_002655,PE,SP,housewares,145.85,10.78,2,2731.0,6,11,26,0,20000,0.8,4,0
ord_002656,RJ,PR,garden_tools,41.16,37.59,2,2724.0,5,1,28,0,46000,0.97,1,1
ord_002657,MG,BA,bed_bath_table,99.85,18.15,1,683.0,2,1,14,0,32000,0.85,1,0
ord_002658,SP,RJ,sports_leisure,67.52,16.28,1,1592.0,1,2,12,0,58000,0.96,4,0
ord_002659,SP,MG,health_beauty,88.08,14.33,2,412.0,4,4,27,0,58000,0.96,5,0
ord_002660,ES,SP,sports_leisure,23.15,2.09,1,2135.0,5,8,7,0,30000,0.83,3,0
ord_002661,RJ,SC,furniture_decor,34.23,43.24,2,1002.0,3,6,0,1,46000,0.97,5,0
ord_002662,RJ,MA,computers_accessories,103.87,21.15,2,2998.0,3,7,25,0,46000,0.97,2,0
ord_002663,SP,BA,furniture_decor,51.82,42.91,2,2093.0,3,12,27,0,58000,0.96,2,0
ord_002664,MG,SP,housewares,54.71,12.31,1,1462.0,4,1,24,0,32000,0.85,4,0
ord_002665,DF,RS,sports_leisure,82.34,4.6,1,2421.0,4,12,16,0,88000,0.97,5,0
ord_002666,GO,SP,furniture_decor,142.18,63.57,2,901.0,2,4,29,0,29000,0.9,5,0
ord_002667,SP,SP,garden_tools,181.99,39.41,2,287.0,0,7,1,1,58000,0.96,4,0
ord_002668,MG,SP,housewares,17.84,3.07,1,553.0,4,2,26,0,32000,0.85,4,0
ord_002669,RJ,SP,bed_bath_table,64.86,13.39,2,1990.0,1,7,29,0,46000,0.97,5,0
ord_002670,RS,SP,furniture_decor,114.23,50.37,3,2878.0,4,3,16,0,41000,0.85,3,0
ord_002671,RJ,BA,garden_tools,137.55,64.83,1,946.0,5,6,8,0,46000,0.97,1,0
ord_002672,RJ,SP,health_beauty,170.93,28.91,1,2504.0,5,3,6,0,46000,0.97,4,0
ord_002673,MG,BA,auto,127.6,59.03,1,409.0,5,11,5,1,32000,0.85,5,0
ord_002674,RS,CE,sports_leisure,56.49,13.89,1,1325.0,3,8,3,1,41000,0.85,5,0
ord_002675,MG,MG,watches_gifts,112.31,23.85,2,120.0,3,11,2,1,32000,0.85,4,0
ord_002676,MG,MG,computers_accessories,102.11,8.42,2,137.0,5,12,15,0,32000,0.85,3,0
ord_002677,DF,BA,watches_gifts,32.6,2.21,2,3035.0,6,4,15,0,88000,0.97,4,0
ord_002678,SC,SP,toys,51.07,11.98,2,2134.0,6,6,3,1,44000,0.84,2,1
ord_002679,RJ,RJ,health_beauty,121.8,20.34,2,245.0,0,1,20,0,46000,0.97,5,0
ord_002680,DF,MG,furniture_decor,171.22,42.76,2,476.0,2,12,15,0,88000,0.97,5,0
ord_002681,ES,DF,housewares,61.83,4.05,3,1099.0,6,1,9,0,30000,0.83,4,0
ord_002682,SP,DF,sports_leisure,335.0,53.05,1,2977.0,4,2,26,0,58000,0.96,4,0
ord_002683,RS,ES,furniture_decor,5.09,18.83,2,1990.0,3,11,20,0,41000,0.85,1,0
ord_002684,SP,PR,garden_tools,95.41,32.17,1,1294.0,4,5,11,0,58000,0.96,5,0
ord_002685,SC,MG,sports_leisure,103.79,13.31,3,1022.0,6,9,25,0,44000,0.84,4,0
ord_002686,SP,DF,health_beauty,194.74,11.13,2,630.0,5,8,29,0,58000,0.96,3,0
ord_002687,PR,GO,housewares,55.03,9.33,3,2480.0,3,3,13,0,43000,0.85,3,0
ord_002688,SP,MG,bed_bath_table,63.35,11.04,3,1496.0,5,8,18,0,58000,0.96,5,0
ord_002689,MG,AM,bed_bath_table,64.33,12.16,1,3016.0,5,9,28,0,32000,0.85,4,0
ord_002690,CE,GO,garden_tools,187.96,25.66,2,1618.0,4,2,13,0,18000,0.75,5,0
ord_002691,RJ,MG,sports_leisure,212.22,18.06,1,2673.0,6,5,3,1,46000,0.97,2,1
